source,target,feature_mode,top_n_genes,selected_gene_count,arm,auroc,auprc,balanced_accuracy,brier
GSE63060,GSE63061,de_agora_intersection,200,200,source_plus_target_raw,0.6607142857142857,0.7124932870124341,0.6113095238095239,0.2549092632638401
GSE63060,GSE63061,de_agora_intersection,200,200,source_plus_target_combat_transductive,0.6535714285714286,0.6822414566536565,0.5982142857142857,0.3160065639421174
GSE63060,GSE63061,de_agora_intersection,200,200,null_label_permutation_mean_auroc,0.5132440476190476,,,
GSE63060,GSE63061,de_agora_intersection,200,200,null_label_permutation_avg100_prob,0.643452380952381,0.64080143837187,0.6125,0.2428553243380456
GSE63061,GSE63060,de_agora_intersection,200,200,target_only,0.8951612903225807,0.8702692724149766,0.815982404692082,0.12536858128315298
GSE63061,GSE63060,de_agora_intersection,200,200,source_only,0.6796187683284457,0.7180581315672778,0.5414222873900293,0.40746071051907623
GSE63061,GSE63060,de_agora_intersection,200,200,source_plus_target_raw,0.8658357771260997,0.8796886917878939,0.778958944281525,0.14471287584996748
GSE63061,GSE63060,de_agora_intersection,200,200,source_plus_target_combat_transductive,0.8057184750733137,0.8007876472015114,0.720307917888563,0.187793506001512
GSE63061,GSE63060,de_agora_intersection,200,200,null_label_permutation_mean_auroc,0.49710410557184753,,,
GSE63061,GSE63060,de_agora_intersection,200,200,null_label_permutation_avg100_prob,0.499266862170088,0.5723839170319827,0.5370234604105572,0.24570124742738708
GSE63060,GSE63061,de_agora_intersection,1000,1000,target_only,0.6642857142857143,0.6981275463910128,0.6345238095238095,0.299933139596303
GSE63060,GSE63061,de_agora_intersection,1000,1000,source_only,0.7321428571428571,0.7586126317275611,0.5833333333333334,0.3716290718657232
GSE63060,GSE63061,de_agora_intersection,1000,1000,source_plus_target_raw,0.7398809523809524,0.7760255222288164,0.6464285714285715,0.2310955740290564
GSE63060,GSE63061,de_agora_intersection,1000,1000,source_plus_target_combat_transductive,0.725,0.7509807599622342,0.6803571428571429,0.2592225586155875
GSE63060,GSE63061,de_agora_intersection,1000,1000,null_label_permutation_mean_auroc,0.5068809523809525,,,
GSE63060,GSE63061,de_agora_intersection,1000,1000,null_label_permutation_avg100_prob,0.5964285714285714,0.5813679771957572,0.5809523809523809,0.2462825322768758
GSE63061,GSE63060,de_agora_intersection,1000,1000,target_only,0.8255131964809385,0.8020470815256261,0.751466275659824,0.17471616251288985
GSE63061,GSE63060,de_agora_intersection,1000,1000,source_only,0.8108504398826979,0.8581364283426731,0.6480938416422287,0.2702464482420051
GSE63061,GSE63060,de_agora_intersection,1000,1000,source_plus_target_raw,0.8541055718475073,0.8844223723689796,0.7609970674486803,0.15840804449844792
GSE63061,GSE63060,de_agora_intersection,1000,1000,source_plus_target_combat_transductive,0.8196480938416423,0.8512209531682351,0.690982404692082,0.2203148747232947
GSE63061,GSE63060,de_agora_intersection,1000,1000,null_label_permutation_mean_auroc,0.49236803519061584,,,
GSE63061,GSE63060,de_agora_intersection,1000,1000,null_label_permutation_avg100_prob,0.3291788856304985,0.5037886322156098,0.5,0.25138944606088875
