ensembl_gene_id,hgnc_symbol,source,team,study,input_data,details
ENSG00000244731,C4A,AMP-AD,Columbia-Rush,ROSMAP,"Genetics, RNA, Protein, Clinical",
ENSG00000244731,C4A,TREAT-AD,Emory-Sage-SGC,"ACT, BLSA, Banner","Protein, RNA",
ENSG00000141837,CACNA1A,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000182389,CACNB4,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000182389,CACNB4,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000182985,CADM1,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000175161,CADM2,AMP-AD,ASU,VirusResilience,RNA,
ENSG00000163618,CADPS,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000122786,CALD1,AMP-AD,MSSM - Zhang Lab,MSBB,Protein,
ENSG00000110931,CAMKK2,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000162909,CAPN2,AMP-AD,Emory,"ACT, BLSA, Banner",Protein,
ENSG00000162909,CAPN2,TREAT-AD,Emory-Sage-SGC,"ACT, BLSA, Banner",Protein,
ENSG00000153048,CARHSP1,AMP-AD,Emory,"Banner, ROSMAP","Genetics, Protein",
ENSG00000087589,CASS4,AMP-AD,MSSM - Roussos Lab,FreshMicro,"Genetics, RNA",
ENSG00000110395,CBL,Community,Chang Lab,ROSMAP,"Genetics, RNA",
ENSG00000108091,CCDC6,AMP-AD,Emory,"https://doi.org/10.1038/s41588-018-0311-9, https://doi.org/10.1038/s41588-019-0358-2","Genetics, Protein",
ENSG00000179071,CCDC89,AMP-AD,ASU,VirusResilience,RNA,
ENSG00000132141,CCT6B,Community,Chang Lab,Mayo,"Genetics, RNA",
ENSG00000012124,CD22,AMP-AD,Mayo-UFL-ISB,"ROSMAP, Mayo, MC-CAA, GSE197305","RNA, Protein",
ENSG00000198087,CD2AP,AMP-AD,Emory,"https://doi.org/10.1038/s41588-018-0311-9, https://doi.org/10.1038/s41588-019-0358-2","Genetics, Protein",
ENSG00000167851,CD300A,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000105383,CD33,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000026508,CD44,AMP-AD,Emory,"ACT, BLSA, Banner",Protein,
ENSG00000026508,CD44,TREAT-AD,Emory-Sage-SGC,"ACT, BLSA, Banner",Protein,
ENSG00000196776,CD47,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000019582,CD74,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000110651,CD81,AMP-AD,MSSM - Roussos Lab,FreshMicro,RNA,
ENSG00000114013,CD86,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000158985,CDC42SE2,AMP-AD,Duke,"AIBL, ADNI","Metabolomics, Genetics",
ENSG00000144354,CDCA7,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000163814,CDCP1,AMP-AD,ASU,VirusResilience,RNA,
ENSG00000149654,CDH22,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000107736,CDH23,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000117266,CDK18,Community,Chang Lab,"Mayo, ROSMAP, Kronos, Rush","Genetics, RNA",
ENSG00000117266,CDK18,AMP-AD,Mayo-UFL-ISB,"ROSMAP, Mayo, MC-CAA, GSE197305","RNA, Protein",
ENSG00000155111,CDK19,AMP-AD,Duke,"AIBL, ADNI","Metabolomics, Genetics",
ENSG00000153046,CDYL,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000099954,CECR2,AMP-AD,MSSM - Roussos Lab,FreshMicro,RNA,
ENSG00000149187,CELF1,AMP-AD,ASU,ROSMAP,"Genetics, RNA, Protein",
ENSG00000099814,CEP170B,AMP-AD,MSSM - Zhang Lab,MSBB,Protein,
ENSG00000167123,CERCAM,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000090661,CERS4,AMP-AD,Duke,"AIBL, ADNI","Metabolomics, Genetics",
ENSG00000172292,CERS6,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000087237,CETP,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000000971,CFH,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000205403,CFI,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000100399,CHADL,AMP-AD,Columbia-Rush,ROSMAP,"Genetics, RNA, Protein, Clinical",
ENSG00000100399,CHADL,AMP-AD,Emory,"syn20933797, syn52525880",Protein,
ENSG00000106554,CHCHD3,Community,Chang Lab,MSBB,"Genetics, Protein",
ENSG00000175264,CHST1,AMP-AD,ASU,VirusResilience,RNA,
ENSG00000171310,CHST11,Community,Chang Lab,ROSMAP,"Genetics, RNA",
ENSG00000198108,CHSY3,AMP-AD,Duke,"AIBL, ADNI","Metabolomics, Genetics",
ENSG00000099622,CIRBP,Community,Chang Lab,"Mayo, ROSMAP, Kronos","Genetics, RNA",
ENSG00000099622,CIRBP,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000122873,CISD1,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000163815,CLEC3B,AMP-AD,ASU,VirusResilience,RNA,
ENSG00000213719,CLIC1,Community,Chang Lab,"ROSMAP, Mayo, Kronos, Rush","Genetics, RNA",
ENSG00000213719,CLIC1,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000070371,CLTCL1,AMP-AD,MSSM - Zhang Lab,MSBB,Protein,
ENSG00000120885,CLU,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000120885,CLU,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000120885,CLU,AMP-AD,Mayo-UFL-ISB,APP Mice,Protein,
ENSG00000120885,CLU,AMP-AD,MSSM - Roussos Lab,FreshMicro,"Genetics, RNA",
ENSG00000149970,CNKSR2,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000117519,CNN3,TREAT-AD,Emory-Sage-SGC,"ACT, BLSA, Banner","Protein, RNA",
ENSG00000173786,CNP,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000174469,CNTNAP2,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000155052,CNTNAP5,AMP-AD,ASU,VirusResilience,RNA,
ENSG00000060718,COL11A1,AMP-AD,Emory,"Banner, ROSMAP, MSBB, Emory","Protein, Clinical",
ENSG00000060718,COL11A1,TREAT-AD,Emory-Sage-SGC,"Banner, ROSMAP, MSBB, Emory",Protein,
ENSG00000182871,COL18A1,AMP-AD,ASU,VirusResilience,RNA,
ENSG00000164692,COL1A2,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000188517,COL25A1,AMP-AD,Emory,"Banner, ROSMAP, MSBB, Emory",Protein,
ENSG00000188517,COL25A1,AMP-AD,Mayo-UFL-ISB,APP Mice,Protein,
ENSG00000188517,COL25A1,TREAT-AD,Emory-Sage-SGC,"Banner, ROSMAP, MSBB, Emory",Protein,
ENSG00000188517,COL25A1,TREAT-AD,Emory-Sage-SGC,"Banner, ROSMAP, MSBB, Emory",Protein,
ENSG00000081052,COL4A4,AMP-AD,ASU,VirusResilience,RNA,
ENSG00000130635,COL5A1,AMP-AD,Emory,"syn20933797, syn52525880",Protein,
ENSG00000110880,CORO1C,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000103187,COTL1,AMP-AD,MSSM - Zhang Lab,MSBB,Protein,
ENSG00000131143,COX4I1,AMP-AD,MSSM - Zhang Lab,MSBB,Protein,
ENSG00000135940,COX5B,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000126267,COX6B1,Community,Chang Lab,"Kronos, MSBB","Genetics, RNA, Protein",
ENSG00000168993,CPLX1,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000168993,CPLX1,AMP-AD,Emory,"https://doi.org/10.1038/s41588-018-0311-9, https://doi.org/10.1038/s41588-019-0358-2","Genetics, Protein",
ENSG00000203710,CR1,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000147571,CRH,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000120088,CRHR1,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000062485,CS,Community,Chang Lab,MSBB,"Genetics, Protein",
ENSG00000062485,CS,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000184371,CSF1,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000182578,CSF1R,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000182578,CSF1R,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000119535,CSF3R,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000183117,CSMD1,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000183117,CSMD1,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000159176,CSRP1,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000164932,CTHRC1,AMP-AD,Emory,"Banner, ROSMAP, MSBB, Emory",Protein,
ENSG00000163599,CTLA4,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000103811,CTSH,AMP-AD,Emory,"Banner, ROSMAP","Genetics, Protein",
ENSG00000103811,CTSH,TREAT-AD,Emory-Sage-SGC,"Banner, ROSMAP","Protein, Genetics",
ENSG00000103811,CTSH,AMP-AD,Emory,"https://doi.org/10.1038/s41588-018-0311-9, https://doi.org/10.1038/s41588-019-0358-2","Genetics, Protein",
ENSG00000163131,CTSS,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000006210,CX3CL1,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000168329,CX3CR1,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000169245,CXCL10,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000051523,CYBA,Community,Chang Lab,"Mayo, ROSMAP, Kronos, Rush","Genetics, RNA",
ENSG00000051523,CYBA,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000165168,CYBB,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000055163,CYFIP2,AMP-AD,Emory,"ACT, BLSA, Banner",Protein,
ENSG00000137869,CYP19A1,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000135929,CYP27A1,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000021461,CYP3A43,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000170891,CYTL1,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000100592,DAAM1,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000146122,DAAM2,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000173402,DAG1,AMP-AD,Emory,"Banner, ROSMAP, MSBB, Emory",Protein,
ENSG00000173402,DAG1,TREAT-AD,Emory-Sage-SGC,"Banner, ROSMAP, MSBB, Emory",Protein,
ENSG00000134780,DAGLA,AMP-AD,Duke,,"Metabolomics, Genetics, RNA, Protein, Phenomics",
ENSG00000132676,DAP3,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000204209,DAXX,AMP-AD,Columbia-Rush,ROSMAP,"Genetics, RNA, Protein, Clinical",
ENSG00000155368,DBI,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000155368,DBI,AMP-AD,Emory,"ACT, BLSA, Banner",Protein,
ENSG00000155368,DBI,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, Protein",
ENSG00000137992,DBT,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000198876,DCAF12,Community,Chang Lab,"Mayo, ROSMAP","Genetics, RNA",
ENSG00000197410,DCHS2,AMP-AD,ASU,VirusResilience,RNA,
ENSG00000133083,DCLK1,AMP-AD,Emory,"ACT, BLSA, Banner",Protein,
ENSG00000170390,DCLK2,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000011465,DCN,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000204843,DCTN1,AMP-AD,Emory,"ACT, BLSA, Banner",Protein,
ENSG00000213722,DDAH2,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000213722,DDAH2,AMP-AD,Emory,"ACT, BLSA, Banner",Protein,
ENSG00000167986,DDB1,AMP-AD,Duke,,"Metabolomics, Genetics, RNA, Protein, Phenomics",
ENSG00000203797,DDO,AMP-AD,Duke,"AIBL, ADNI","Metabolomics, Genetics",
ENSG00000162733,DDR2,AMP-AD,Mayo-UFL-ISB,"Mayo, MC-BrAD, TAUAPPms","Genetics, RNA",
ENSG00000079785,DDX1,TREAT-AD,Emory-Sage-SGC,,"Risk Scores, Pathway Modeling",
ENSG00000213047,DENND1B,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000100418,DESI1,AMP-AD,Columbia-Rush,ROSMAP,"Genetics, RNA, Protein, Clinical",
ENSG00000116133,DHCR24,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000278535,DHRS11,AMP-AD,Columbia-Rush,ROSMAP,"Genetics, RNA, Protein, Clinical",
ENSG00000181192,DHTKD1,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000108771,DHX58,TREAT-AD,Emory-Sage-SGC,,"Risk Scores, Pathway Modeling",
ENSG00000176490,DIRAS1,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000162946,DISC1,AMP-AD,ASU,VirusResilience,RNA,
ENSG00000150768,DLAT,TREAT-AD,Emory-Sage-SGC,,"Genetics, RNA, Protein",
ENSG00000091140,DLD,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000150672,DLG2,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000132535,DLG4,AMP-AD,Emory,"ACT, BLSA, Banner",Protein,
ENSG00000170579,DLGAP1,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000198010,DLGAP2,Resilience-AD,JAX-VUMC-UW Resilience,"Diversity outbred mice, ROSMAP","Genetics, RNA, Protein, Clinical",
ENSG00000198010,DLGAP2,AMP-AD,MSSM - Zhang Lab,MSBB,Protein,
ENSG00000104093,DMXL2,AMP-AD,Emory,"ACT, BLSA, Banner",Protein,
ENSG00000116675,DNAJC6,Community,Chang Lab,"ROSMAP, MSBB","Genetics, RNA, Protein",
ENSG00000256453,DND1,AMP-AD,Columbia-Rush,ROSMAP,"Genetics, RNA, Protein, Clinical",
ENSG00000106976,DNM1,Community,Chang Lab,"Mayo, ROSMAP, Kronos","Genetics, RNA, Protein",
ENSG00000106976,DNM1,AMP-AD,Emory,"ACT, BLSA, Banner",Protein,
ENSG00000106976,DNM1,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000087470,DNM1L,AMP-AD,MSSM - Zhang Lab,MSBB,Protein,
ENSG00000079805,DNM2,Community,Chang Lab,MSBB,"Genetics, Protein",
ENSG00000197959,DNM3,AMP-AD,Emory,"ACT, BLSA, Banner",Protein,
ENSG00000149927,DOC2A,AMP-AD,Emory,"Banner, ROSMAP","Genetics, Protein",
ENSG00000149927,DOC2A,AMP-AD,Emory,"https://doi.org/10.1038/s41588-018-0311-9, https://doi.org/10.1038/s41588-019-0358-2","Genetics, Protein",
ENSG00000150760,DOCK1,Community,Chang Lab,ROSMAP,"Genetics, RNA",
ENSG00000134516,DOCK2,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000134516,DOCK2,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000088538,DOCK3,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000128512,DOCK4,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000116641,DOCK7,AMP-AD,Duke,"AIBL, ADNI","Metabolomics, Genetics",
ENSG00000107099,DOCK8,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000175497,DPP10,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000130226,DPP6,Community,Chang Lab,"Mayo, MSBB","Genetics, RNA, Protein",
ENSG00000130226,DPP6,AMP-AD,Emory,"ACT, BLSA, Banner",Protein,
ENSG00000162961,DPY30,AMP-AD,Mayo-UFL-ISB,APP Mice,Protein,
ENSG00000188641,DPYD,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000147647,DPYS,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000113657,DPYSL3,AMP-AD,Emory,"ACT, BLSA, Banner",Protein,
ENSG00000134769,DTNA,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, Protein",
ENSG00000163840,DTX3L,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000158560,DYNC1I1,Community,Chang Lab,"Mayo, ROSMAP, Kronos, Rush","Genetics, RNA",
ENSG00000158560,DYNC1I1,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000138036,DYNC2LI1,Community,Chang Lab,"ROSMAP, Mayo, Kronos, Rush","Genetics, RNA",
ENSG00000117298,ECE1,AMP-AD,Emory,"Banner, ROSMAP, MSBB, Emory",Protein,
ENSG00000117298,ECE1,TREAT-AD,Emory-Sage-SGC,"Banner, ROSMAP, MSBB, Emory",Protein,
ENSG00000158813,EDA,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000135960,EDAR,AMP-AD,ASU,VirusResilience,RNA,
ENSG00000169242,EFNA1,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000184349,EFNA5,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000107105,ELAVL2,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000162374,ELAVL4,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000118985,ELL2,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000197977,ELOVL2,AMP-AD,Duke,"AIBL, ADNI","Metabolomics, Genetics",
ENSG00000164778,EN2,AMP-AD,ASU,VirusResilience,RNA,
ENSG00000171617,ENC1,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000074800,ENO1,AMP-AD,Emory,"ACT, BLSA, Banner",Protein,
ENSG00000108515,ENO3,AMP-AD,Duke,,"Metabolomics, Genetics, RNA, Protein, Phenomics",
ENSG00000132199,ENOSF1,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000082397,EPB41L3,AMP-AD,Emory,"ACT, BLSA, Banner",Protein,
ENSG00000082397,EPB41L3,AMP-AD,MSSM - Zhang Lab,MSBB,Protein,
ENSG00000146904,EPHA1,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000146904,EPHA1,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000229153,EPHA1-AS1,AMP-AD,MSSM - Roussos Lab,FreshMicro,"Genetics, RNA",
ENSG00000145242,EPHA5,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000143819,EPHX1,AMP-AD,Duke,,Genetics,
ENSG00000120915,EPHX2,TREAT-AD,Emory-Sage-SGC,"Banner, ROSMAP","Protein, Genetics",
ENSG00000120915,EPHX2,AMP-AD,Duke,,Genetics,
ENSG00000065361,ERBB3,AMP-AD,Columbia-Rush,ROSMAP,"Genetics, RNA, Protein, Clinical",
ENSG00000065361,ERBB3,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000065361,ERBB3,AMP-AD,ASU,VirusResilience,RNA,
ENSG00000178568,ERBB4,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000112851,ERBIN,AMP-AD,MSSM - Zhang Lab,MSBB,Protein,
ENSG00000187672,ERC2,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000196482,ESRRG,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000140374,ETFA,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000283632,EXOC3L2,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000112319,EYA4,AMP-AD,ASU,VirusResilience,RNA,
ENSG00000092820,EZR,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, Protein",
ENSG00000103089,FA2H,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000117480,FAAH,AMP-AD,Duke,,Genetics,
ENSG00000149485,FADS1,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000134824,FADS2,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000221968,FADS3,AMP-AD,Duke,"AIBL, ADNI","Metabolomics, Genetics",
ENSG00000231584,FAHD2CP,Community,Chang Lab,Mayo,"Genetics, RNA",
ENSG00000168309,FAM107A,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000166801,FAM111A,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000143340,FAM163A,AMP-AD,ASU,VirusResilience,RNA,
ENSG00000105523,FAM83E,AMP-AD,ASU,VirusResilience,RNA,
ENSG00000198690,FAN1,Community,Chang Lab,"Mayo, ROSMAP","Genetics, RNA",
ENSG00000179115,FARSA,AMP-AD,Duke,,"Metabolomics, Genetics, RNA, Protein, Phenomics",
ENSG00000127585,FBXL16,AMP-AD,Columbia-Rush,ROSMAP,"Protein, Clinical",
ENSG00000183580,FBXL7,AMP-AD,Duke,"AIBL, ADNI","Metabolomics, Genetics",
ENSG00000163833,FBXO40,AMP-AD,ASU,VirusResilience,RNA,
ENSG00000109670,FBXW7,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000158869,FCER1G,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000158869,FCER1G,TREAT-AD,Emory-Sage-SGC,"Banner, ROSMAP","Protein, Genetics",
ENSG00000150337,FCGR1A,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000143226,FCGR2A,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA","Genetics, RNA",
ENSG00000149781,FERMT3,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000113578,FGF1,AMP-AD,MSSM - Zhang Lab,MSBB,Protein,
ENSG00000114279,FGF12,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000102466,FGF14,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000138685,FGF2,Resilience-AD,JAX-VUMC-UW Resilience,AD-BXD mice,"RNA, Behavior, Genetics",
ENSG00000172500,FIBP,Community,Chang Lab,"Mayo, ROSMAP, Kronos","Genetics, RNA",
ENSG00000172500,FIBP,AMP-AD,MSSM - Roussos Lab,FreshMicro,"Genetics, RNA",
ENSG00000096060,FKBP5,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000151702,FLI1,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000128591,FLNC,AMP-AD,MSSM - Zhang Lab,MSBB,Protein,
ENSG00000102755,FLT1,AMP-AD,Emory,"Banner, ROSMAP, MSBB, Emory",Protein,
ENSG00000102755,FLT1,TREAT-AD,Emory-Sage-SGC,"Banner, ROSMAP, MSBB, Emory",Protein,
ENSG00000178919,FOXE1,AMP-AD,ASU,VirusResilience,RNA,
ENSG00000150907,FOXO1,AMP-AD,Duke,ADNI,"Genetics, Metabolomics",
ENSG00000150907,FOXO1,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000171051,FPR1,TREAT-AD,IUSM-Purdue,"GSE5281, GSE48350, GSE33000, GSE44772, ROSMAP, MSBB, Mayo, ABA",RNA,
ENSG00000181274,FRAT2,AMP-AD,Columbia-Rush,ROSMAP,"Genetics, RNA, Protein, Clinical",
ENSG00000172159,FRMD3,AMP-AD,Duke,"AIBL, ADNI","Metabolomics, Genetics",
ENSG00000169933,FRMPD4,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000162998,FRZB,AMP-AD,Emory,"Banner, ROSMAP, MSBB, Emory",Protein,
ENSG00000162998,FRZB,TREAT-AD,Emory-Sage-SGC,"Banner, ROSMAP, MSBB, Emory",Protein,
ENSG00000106328,FSCN3,Community,Chang Lab,"Mayo, ROSMAP","Genetics, RNA",
ENSG00000138757,G3BP2,AMP-AD,MSSM - Zhang Lab,MSBB,Protein,
ENSG00000109458,GAB1,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000139112,GABARAPL1,Community,Chang Lab,"ROSMAP, Kronos","Genetics, RNA",
ENSG00000022355,GABRA1,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000151834,GABRA2,AMP-AD,ASU,VirusResilience,RNA,
ENSG00000151834,GABRA2,AMP-AD,Duke,,"Metabolomics, Genetics, RNA, Protein, Phenomics",
ENSG00000109158,GABRA4,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000145864,GABRB2,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000113327,GABRG2,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000128683,GAD1,AMP-AD,MSSM - Zhang Lab,MSBB,"Genetics, RNA",
ENSG00000143641,GALNT2,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000111640,GAPDH,Community,Chang Lab,"Kronos, Rush, MSBB","Genetics, RNA, Protein",
ENSG00000007237,GAS7,AMP-AD,MSSM - Roussos Lab,HBI_scRNAseq,RNA,
ENSG00000117228,GBP1,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000162645,GBP2,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
ENSG00000117226,GBP3,AMP-AD,Mayo-UFL-ISB,Mayo,RNA,
