source,target,null_label_permutation,source_only,source_plus_target,target_only
GSE63060,GSE63061,0.549404761904762,0.7369047619047618,0.7547619047619047,0.6857142857142857
GSE63061,GSE63060,0.4860703812316715,0.6942815249266863,0.8973607038123167,0.9039589442815248
