source,target,feature_mode,top_n_genes,perm_index,null_perm_auroc
GSE63060,GSE63061,agora_only,200,72,0.47619047619047616
GSE63060,GSE63061,agora_only,200,73,0.44107142857142856
GSE63060,GSE63061,agora_only,200,74,0.4196428571428571
GSE63060,GSE63061,agora_only,200,75,0.5559523809523809
GSE63060,GSE63061,agora_only,200,76,0.43154761904761907
GSE63060,GSE63061,agora_only,200,77,0.4285714285714286
GSE63060,GSE63061,agora_only,200,78,0.4857142857142857
GSE63060,GSE63061,agora_only,200,79,0.5
GSE63060,GSE63061,agora_only,200,80,0.4541666666666666
GSE63060,GSE63061,agora_only,200,81,0.38095238095238093
GSE63060,GSE63061,agora_only,200,82,0.5023809523809524
GSE63060,GSE63061,agora_only,200,83,0.5613095238095238
GSE63060,GSE63061,agora_only,200,84,0.4130952380952381
GSE63060,GSE63061,agora_only,200,85,0.46130952380952384
GSE63060,GSE63061,agora_only,200,86,0.5422619047619047
GSE63060,GSE63061,agora_only,200,87,0.5238095238095237
GSE63060,GSE63061,agora_only,200,88,0.6827380952380953
GSE63060,GSE63061,agora_only,200,89,0.4654761904761905
GSE63060,GSE63061,agora_only,200,90,0.481547619047619
GSE63060,GSE63061,agora_only,200,91,0.5196428571428572
GSE63060,GSE63061,agora_only,200,92,0.5011904761904763
GSE63060,GSE63061,agora_only,200,93,0.5226190476190476
GSE63060,GSE63061,agora_only,200,94,0.575595238095238
GSE63060,GSE63061,agora_only,200,95,0.41964285714285715
GSE63060,GSE63061,agora_only,200,96,0.47023809523809523
GSE63060,GSE63061,agora_only,200,97,0.656547619047619
GSE63060,GSE63061,agora_only,200,98,0.48690476190476195
GSE63060,GSE63061,agora_only,200,99,0.4273809523809524
GSE63060,GSE63061,agora_only,1000,0,0.49523809523809526
GSE63060,GSE63061,agora_only,1000,1,0.48809523809523814
GSE63060,GSE63061,agora_only,1000,2,0.6154761904761905
GSE63060,GSE63061,agora_only,1000,3,0.5053571428571428
GSE63060,GSE63061,agora_only,1000,4,0.5083333333333333
GSE63060,GSE63061,agora_only,1000,5,0.5023809523809524
GSE63060,GSE63061,agora_only,1000,6,0.5773809523809524
GSE63060,GSE63061,agora_only,1000,7,0.5571428571428572
GSE63060,GSE63061,agora_only,1000,8,0.5166666666666667
GSE63060,GSE63061,agora_only,1000,9,0.6101190476190477
GSE63060,GSE63061,agora_only,1000,10,0.5059523809523809
GSE63060,GSE63061,agora_only,1000,11,0.5779761904761905
GSE63060,GSE63061,agora_only,1000,12,0.5482142857142857
GSE63060,GSE63061,agora_only,1000,13,0.6089285714285714
GSE63060,GSE63061,agora_only,1000,14,0.48333333333333334
GSE63060,GSE63061,agora_only,1000,15,0.5238095238095238
GSE63060,GSE63061,agora_only,1000,16,0.5380952380952381
GSE63060,GSE63061,agora_only,1000,17,0.5041666666666667
GSE63060,GSE63061,agora_only,1000,18,0.45
GSE63060,GSE63061,agora_only,1000,19,0.4511904761904762
GSE63060,GSE63061,agora_only,1000,20,0.5297619047619048
GSE63060,GSE63061,agora_only,1000,21,0.49226190476190473
GSE63060,GSE63061,agora_only,1000,22,0.5565476190476191
GSE63060,GSE63061,agora_only,1000,23,0.6244047619047619
GSE63060,GSE63061,agora_only,1000,24,0.530952380952381
GSE63060,GSE63061,agora_only,1000,25,0.4446428571428571
GSE63060,GSE63061,agora_only,1000,26,0.5154761904761904
GSE63060,GSE63061,agora_only,1000,27,0.4279761904761905
GSE63060,GSE63061,agora_only,1000,28,0.6238095238095238
GSE63060,GSE63061,agora_only,1000,29,0.5672619047619047
GSE63060,GSE63061,agora_only,1000,30,0.5946428571428571
GSE63060,GSE63061,agora_only,1000,31,0.4875
GSE63060,GSE63061,agora_only,1000,32,0.5630952380952382
GSE63060,GSE63061,agora_only,1000,33,0.5279761904761905
GSE63060,GSE63061,agora_only,1000,34,0.4666666666666667
GSE63060,GSE63061,agora_only,1000,35,0.5291666666666667
GSE63060,GSE63061,agora_only,1000,36,0.5053571428571428
GSE63060,GSE63061,agora_only,1000,37,0.5565476190476191
GSE63060,GSE63061,agora_only,1000,38,0.4398809523809524
GSE63060,GSE63061,agora_only,1000,39,0.5517857142857143
GSE63060,GSE63061,agora_only,1000,40,0.45952380952380956
GSE63060,GSE63061,agora_only,1000,41,0.575595238095238
GSE63060,GSE63061,agora_only,1000,42,0.4839285714285715
GSE63060,GSE63061,agora_only,1000,43,0.5119047619047619
GSE63060,GSE63061,agora_only,1000,44,0.4190476190476191
GSE63060,GSE63061,agora_only,1000,45,0.4625
GSE63060,GSE63061,agora_only,1000,46,0.4726190476190476
GSE63060,GSE63061,agora_only,1000,47,0.6589285714285714
GSE63060,GSE63061,agora_only,1000,48,0.4708333333333333
GSE63060,GSE63061,agora_only,1000,49,0.48809523809523814
GSE63060,GSE63061,agora_only,1000,50,0.5148809523809524
GSE63060,GSE63061,agora_only,1000,51,0.518452380952381
GSE63060,GSE63061,agora_only,1000,52,0.5017857142857143
GSE63060,GSE63061,agora_only,1000,53,0.5577380952380953
GSE63060,GSE63061,agora_only,1000,54,0.4928571428571428
GSE63060,GSE63061,agora_only,1000,55,0.519047619047619
GSE63060,GSE63061,agora_only,1000,56,0.45357142857142857
GSE63060,GSE63061,agora_only,1000,57,0.4797619047619047
GSE63060,GSE63061,agora_only,1000,58,0.47738095238095235
GSE63060,GSE63061,agora_only,1000,59,0.4047619047619047
GSE63060,GSE63061,agora_only,1000,60,0.5779761904761905
GSE63060,GSE63061,agora_only,1000,61,0.45
GSE63060,GSE63061,agora_only,1000,62,0.5464285714285715
GSE63060,GSE63061,agora_only,1000,63,0.6458333333333334
GSE63060,GSE63061,agora_only,1000,64,0.47797619047619055
GSE63060,GSE63061,agora_only,1000,65,0.5321428571428571
GSE63060,GSE63061,agora_only,1000,66,0.3297619047619048
GSE63060,GSE63061,agora_only,1000,67,0.5630952380952381
GSE63060,GSE63061,agora_only,1000,68,0.5529761904761905
GSE63060,GSE63061,agora_only,1000,69,0.4892857142857143
GSE63060,GSE63061,agora_only,1000,70,0.44047619047619047
GSE63060,GSE63061,agora_only,1000,71,0.4476190476190477
GSE63060,GSE63061,agora_only,1000,72,0.4720238095238095
GSE63060,GSE63061,agora_only,1000,73,0.4178571428571429
GSE63060,GSE63061,agora_only,1000,74,0.511904761904762
GSE63060,GSE63061,agora_only,1000,75,0.45833333333333337
GSE63060,GSE63061,agora_only,1000,76,0.46964285714285714
GSE63060,GSE63061,agora_only,1000,77,0.5803571428571428
GSE63060,GSE63061,agora_only,1000,78,0.5190476190476191
GSE63060,GSE63061,agora_only,1000,79,0.5279761904761905
GSE63060,GSE63061,agora_only,1000,80,0.3577380952380952
GSE63060,GSE63061,agora_only,1000,81,0.4375
GSE63060,GSE63061,agora_only,1000,82,0.5279761904761905
GSE63060,GSE63061,agora_only,1000,83,0.5607142857142857
GSE63060,GSE63061,agora_only,1000,84,0.5178571428571428
GSE63060,GSE63061,agora_only,1000,85,0.5369047619047619
GSE63060,GSE63061,agora_only,1000,86,0.4928571428571429
GSE63060,GSE63061,agora_only,1000,87,0.4732142857142857
GSE63060,GSE63061,agora_only,1000,88,0.5904761904761905
GSE63060,GSE63061,agora_only,1000,89,0.5351190476190476
GSE63060,GSE63061,agora_only,1000,90,0.5410714285714285
GSE63060,GSE63061,agora_only,1000,91,0.5267857142857143
GSE63060,GSE63061,agora_only,1000,92,0.37559523809523815
GSE63060,GSE63061,agora_only,1000,93,0.5369047619047619
GSE63060,GSE63061,agora_only,1000,94,0.6214285714285714
GSE63060,GSE63061,agora_only,1000,95,0.4089285714285714
GSE63060,GSE63061,agora_only,1000,96,0.563095238095238
GSE63060,GSE63061,agora_only,1000,97,0.42440476190476184
GSE63060,GSE63061,agora_only,1000,98,0.531547619047619
GSE63060,GSE63061,agora_only,1000,99,0.4630952380952381
GSE63060,GSE63061,de_agora_intersection,200,0,0.4523809523809524
GSE63060,GSE63061,de_agora_intersection,200,1,0.5119047619047619
GSE63060,GSE63061,de_agora_intersection,200,2,0.5238095238095237
GSE63060,GSE63061,de_agora_intersection,200,3,0.6226190476190476
GSE63060,GSE63061,de_agora_intersection,200,4,0.6910714285714286
GSE63060,GSE63061,de_agora_intersection,200,5,0.55
GSE63060,GSE63061,de_agora_intersection,200,6,0.5351190476190477
GSE63060,GSE63061,de_agora_intersection,200,7,0.519047619047619
GSE63060,GSE63061,de_agora_intersection,200,8,0.5047619047619047
GSE63060,GSE63061,de_agora_intersection,200,9,0.5214285714285715
GSE63060,GSE63061,de_agora_intersection,200,10,0.5184523809523809
GSE63060,GSE63061,de_agora_intersection,200,11,0.5386904761904762
GSE63060,GSE63061,de_agora_intersection,200,12,0.5827380952380953
GSE63060,GSE63061,de_agora_intersection,200,13,0.5226190476190476
GSE63060,GSE63061,de_agora_intersection,200,14,0.4726190476190476
GSE63060,GSE63061,de_agora_intersection,200,15,0.5547619047619048
GSE63060,GSE63061,de_agora_intersection,200,16,0.44761904761904764
GSE63060,GSE63061,de_agora_intersection,200,17,0.5797619047619048
GSE63060,GSE63061,de_agora_intersection,200,18,0.4208333333333334
GSE63060,GSE63061,de_agora_intersection,200,19,0.5470238095238096
GSE63060,GSE63061,de_agora_intersection,200,20,0.5892857142857143
GSE63060,GSE63061,de_agora_intersection,200,21,0.48869047619047623
GSE63060,GSE63061,de_agora_intersection,200,22,0.5619047619047619
GSE63060,GSE63061,de_agora_intersection,200,23,0.625
GSE63060,GSE63061,de_agora_intersection,200,24,0.5517857142857143
GSE63060,GSE63061,de_agora_intersection,200,25,0.47916666666666674
GSE63060,GSE63061,de_agora_intersection,200,26,0.4577380952380953
GSE63060,GSE63061,de_agora_intersection,200,27,0.5553571428571428
GSE63060,GSE63061,de_agora_intersection,200,28,0.4279761904761904
GSE63060,GSE63061,de_agora_intersection,200,29,0.6244047619047619
GSE63060,GSE63061,de_agora_intersection,200,30,0.5517857142857143
GSE63060,GSE63061,de_agora_intersection,200,31,0.5244047619047619
GSE63060,GSE63061,de_agora_intersection,200,32,0.5666666666666667
GSE63060,GSE63061,de_agora_intersection,200,33,0.6077380952380953
GSE63060,GSE63061,de_agora_intersection,200,34,0.5845238095238096
GSE63060,GSE63061,de_agora_intersection,200,35,0.3607142857142857
GSE63060,GSE63061,de_agora_intersection,200,36,0.42500000000000004
GSE63060,GSE63061,de_agora_intersection,200,37,0.5255952380952381
GSE63060,GSE63061,de_agora_intersection,200,38,0.4904761904761905
GSE63060,GSE63061,de_agora_intersection,200,39,0.5529761904761905
GSE63060,GSE63061,de_agora_intersection,200,40,0.47619047619047616
GSE63060,GSE63061,de_agora_intersection,200,41,0.513095238095238
GSE63060,GSE63061,de_agora_intersection,200,42,0.449404761904762
GSE63060,GSE63061,de_agora_intersection,200,43,0.506547619047619
GSE63060,GSE63061,de_agora_intersection,200,44,0.4220238095238095
GSE63060,GSE63061,de_agora_intersection,200,45,0.3916666666666667
GSE63060,GSE63061,de_agora_intersection,200,46,0.5529761904761905
GSE63060,GSE63061,de_agora_intersection,200,47,0.6375
GSE63060,GSE63061,de_agora_intersection,200,48,0.4476190476190476
GSE63060,GSE63061,de_agora_intersection,200,49,0.5375
GSE63060,GSE63061,de_agora_intersection,200,50,0.4994047619047619
GSE63060,GSE63061,de_agora_intersection,200,51,0.55
GSE63060,GSE63061,de_agora_intersection,200,52,0.5851190476190475
GSE63060,GSE63061,de_agora_intersection,200,53,0.5023809523809524
GSE63060,GSE63061,de_agora_intersection,200,54,0.44285714285714284
GSE63060,GSE63061,de_agora_intersection,200,55,0.5023809523809524
GSE63060,GSE63061,de_agora_intersection,200,56,0.593452380952381
GSE63060,GSE63061,de_agora_intersection,200,57,0.405952380952381
GSE63060,GSE63061,de_agora_intersection,200,58,0.531547619047619
GSE63060,GSE63061,de_agora_intersection,200,59,0.49642857142857144
GSE63060,GSE63061,de_agora_intersection,200,60,0.4476190476190476
GSE63060,GSE63061,de_agora_intersection,200,61,0.37797619047619047
GSE63060,GSE63061,de_agora_intersection,200,62,0.44107142857142856
GSE63060,GSE63061,de_agora_intersection,200,63,0.5797619047619048
GSE63060,GSE63061,de_agora_intersection,200,64,0.42857142857142855
GSE63060,GSE63061,de_agora_intersection,200,65,0.47916666666666674
GSE63060,GSE63061,de_agora_intersection,200,66,0.3273809523809524
GSE63060,GSE63061,de_agora_intersection,200,67,0.5863095238095238
GSE63060,GSE63061,de_agora_intersection,200,68,0.5273809523809524
GSE63060,GSE63061,de_agora_intersection,200,69,0.4267857142857143
GSE63060,GSE63061,de_agora_intersection,200,70,0.3880952380952381
GSE63060,GSE63061,de_agora_intersection,200,71,0.4732142857142857
GSE63060,GSE63061,de_agora_intersection,200,72,0.41428571428571426
GSE63060,GSE63061,de_agora_intersection,200,73,0.49702380952380953
GSE63060,GSE63061,de_agora_intersection,200,74,0.49583333333333335
GSE63060,GSE63061,de_agora_intersection,200,75,0.6095238095238096
GSE63060,GSE63061,de_agora_intersection,200,76,0.41428571428571426
GSE63060,GSE63061,de_agora_intersection,200,77,0.6172619047619048
GSE63060,GSE63061,de_agora_intersection,200,78,0.49226190476190473
GSE63060,GSE63061,de_agora_intersection,200,79,0.6113095238095239
GSE63060,GSE63061,de_agora_intersection,200,80,0.39880952380952384
GSE63060,GSE63061,de_agora_intersection,200,81,0.3238095238095239
GSE63060,GSE63061,de_agora_intersection,200,82,0.4851190476190476
GSE63060,GSE63061,de_agora_intersection,200,83,0.5511904761904761
GSE63060,GSE63061,de_agora_intersection,200,84,0.5107142857142857
GSE63060,GSE63061,de_agora_intersection,200,85,0.5267857142857143
GSE63060,GSE63061,de_agora_intersection,200,86,0.5875
GSE63060,GSE63061,de_agora_intersection,200,87,0.49166666666666664
GSE63060,GSE63061,de_agora_intersection,200,88,0.5886904761904762
GSE63060,GSE63061,de_agora_intersection,200,89,0.5386904761904762
GSE63060,GSE63061,de_agora_intersection,200,90,0.5244047619047619
GSE63060,GSE63061,de_agora_intersection,200,91,0.5452380952380953
GSE63060,GSE63061,de_agora_intersection,200,92,0.3738095238095238
GSE63060,GSE63061,de_agora_intersection,200,93,0.5630952380952381
GSE63060,GSE63061,de_agora_intersection,200,94,0.48928571428571427
GSE63060,GSE63061,de_agora_intersection,200,95,0.41964285714285715
GSE63060,GSE63061,de_agora_intersection,200,96,0.5220238095238094
GSE63060,GSE63061,de_agora_intersection,200,97,0.46785714285714286
GSE63060,GSE63061,de_agora_intersection,200,98,0.5410714285714286
GSE63060,GSE63061,de_agora_intersection,200,99,0.4880952380952381
GSE63060,GSE63061,de_agora_intersection,1000,0,0.49523809523809526
GSE63060,GSE63061,de_agora_intersection,1000,1,0.48809523809523814
GSE63060,GSE63061,de_agora_intersection,1000,2,0.6154761904761905
GSE63060,GSE63061,de_agora_intersection,1000,3,0.5053571428571428
GSE63060,GSE63061,de_agora_intersection,1000,4,0.5083333333333333
GSE63060,GSE63061,de_agora_intersection,1000,5,0.5023809523809524
GSE63060,GSE63061,de_agora_intersection,1000,6,0.5773809523809524
GSE63060,GSE63061,de_agora_intersection,1000,7,0.5571428571428572
GSE63060,GSE63061,de_agora_intersection,1000,8,0.5166666666666667
GSE63060,GSE63061,de_agora_intersection,1000,9,0.6101190476190477
GSE63060,GSE63061,de_agora_intersection,1000,10,0.5059523809523809
GSE63060,GSE63061,de_agora_intersection,1000,11,0.5779761904761905
GSE63060,GSE63061,de_agora_intersection,1000,12,0.5482142857142857
GSE63060,GSE63061,de_agora_intersection,1000,13,0.6089285714285714
GSE63060,GSE63061,de_agora_intersection,1000,14,0.48333333333333334
GSE63060,GSE63061,de_agora_intersection,1000,15,0.5238095238095238
GSE63060,GSE63061,de_agora_intersection,1000,16,0.5380952380952381
GSE63060,GSE63061,de_agora_intersection,1000,17,0.5041666666666667
GSE63060,GSE63061,de_agora_intersection,1000,18,0.45
GSE63060,GSE63061,de_agora_intersection,1000,19,0.4511904761904762
GSE63060,GSE63061,de_agora_intersection,1000,20,0.5297619047619048
GSE63060,GSE63061,de_agora_intersection,1000,21,0.49226190476190473
GSE63060,GSE63061,de_agora_intersection,1000,22,0.5565476190476191
GSE63060,GSE63061,de_agora_intersection,1000,23,0.6244047619047619
GSE63060,GSE63061,de_agora_intersection,1000,24,0.530952380952381
GSE63060,GSE63061,de_agora_intersection,1000,25,0.4446428571428571
GSE63060,GSE63061,de_agora_intersection,1000,26,0.5154761904761904
GSE63060,GSE63061,de_agora_intersection,1000,27,0.4279761904761905
GSE63060,GSE63061,de_agora_intersection,1000,28,0.6238095238095238
GSE63060,GSE63061,de_agora_intersection,1000,29,0.5672619047619047
GSE63060,GSE63061,de_agora_intersection,1000,30,0.5946428571428571
GSE63060,GSE63061,de_agora_intersection,1000,31,0.4875
GSE63060,GSE63061,de_agora_intersection,1000,32,0.5630952380952382
GSE63060,GSE63061,de_agora_intersection,1000,33,0.5279761904761905
GSE63060,GSE63061,de_agora_intersection,1000,34,0.4666666666666667
GSE63060,GSE63061,de_agora_intersection,1000,35,0.5291666666666667
GSE63060,GSE63061,de_agora_intersection,1000,36,0.5053571428571428
GSE63060,GSE63061,de_agora_intersection,1000,37,0.5565476190476191
GSE63060,GSE63061,de_agora_intersection,1000,38,0.4398809523809524
GSE63060,GSE63061,de_agora_intersection,1000,39,0.5523809523809524
GSE63060,GSE63061,de_agora_intersection,1000,40,0.45952380952380956
GSE63060,GSE63061,de_agora_intersection,1000,41,0.575595238095238
GSE63060,GSE63061,de_agora_intersection,1000,42,0.4839285714285715
GSE63060,GSE63061,de_agora_intersection,1000,43,0.5119047619047619
GSE63060,GSE63061,de_agora_intersection,1000,44,0.4190476190476191
GSE63060,GSE63061,de_agora_intersection,1000,45,0.4625
GSE63060,GSE63061,de_agora_intersection,1000,46,0.4726190476190476
GSE63060,GSE63061,de_agora_intersection,1000,47,0.6589285714285714
GSE63060,GSE63061,de_agora_intersection,1000,48,0.4708333333333333
GSE63060,GSE63061,de_agora_intersection,1000,49,0.48809523809523814
GSE63060,GSE63061,de_agora_intersection,1000,50,0.5148809523809524
GSE63060,GSE63061,de_agora_intersection,1000,51,0.5178571428571429
GSE63060,GSE63061,de_agora_intersection,1000,52,0.5017857142857143
GSE63060,GSE63061,de_agora_intersection,1000,53,0.5577380952380953
GSE63060,GSE63061,de_agora_intersection,1000,54,0.4928571428571428
GSE63060,GSE63061,de_agora_intersection,1000,55,0.519047619047619
GSE63060,GSE63061,de_agora_intersection,1000,56,0.45357142857142857
GSE63060,GSE63061,de_agora_intersection,1000,57,0.4797619047619047
GSE63060,GSE63061,de_agora_intersection,1000,58,0.47738095238095235
GSE63060,GSE63061,de_agora_intersection,1000,59,0.4047619047619047
GSE63060,GSE63061,de_agora_intersection,1000,60,0.5779761904761905
GSE63060,GSE63061,de_agora_intersection,1000,61,0.45
GSE63060,GSE63061,de_agora_intersection,1000,62,0.5464285714285715
GSE63060,GSE63061,de_agora_intersection,1000,63,0.6458333333333334
GSE63060,GSE63061,de_agora_intersection,1000,64,0.47797619047619055
GSE63060,GSE63061,de_agora_intersection,1000,65,0.5321428571428571
GSE63060,GSE63061,de_agora_intersection,1000,66,0.3297619047619048
GSE63060,GSE63061,de_agora_intersection,1000,67,0.5630952380952381
GSE63060,GSE63061,de_agora_intersection,1000,68,0.5529761904761905
GSE63060,GSE63061,de_agora_intersection,1000,69,0.4892857142857143
GSE63060,GSE63061,de_agora_intersection,1000,70,0.44047619047619047
GSE63060,GSE63061,de_agora_intersection,1000,71,0.4476190476190477
GSE63060,GSE63061,de_agora_intersection,1000,72,0.4720238095238095
GSE63060,GSE63061,de_agora_intersection,1000,73,0.4178571428571429
GSE63060,GSE63061,de_agora_intersection,1000,74,0.511904761904762
GSE63060,GSE63061,de_agora_intersection,1000,75,0.45833333333333337
GSE63060,GSE63061,de_agora_intersection,1000,76,0.46964285714285714
GSE63060,GSE63061,de_agora_intersection,1000,77,0.5803571428571428
GSE63060,GSE63061,de_agora_intersection,1000,78,0.5190476190476191
GSE63060,GSE63061,de_agora_intersection,1000,79,0.5279761904761905
GSE63060,GSE63061,de_agora_intersection,1000,80,0.3577380952380952
GSE63060,GSE63061,de_agora_intersection,1000,81,0.4375
GSE63060,GSE63061,de_agora_intersection,1000,82,0.5279761904761905
GSE63060,GSE63061,de_agora_intersection,1000,83,0.5607142857142857
GSE63060,GSE63061,de_agora_intersection,1000,84,0.5178571428571428
GSE63060,GSE63061,de_agora_intersection,1000,85,0.5369047619047619
GSE63060,GSE63061,de_agora_intersection,1000,86,0.4928571428571429
GSE63060,GSE63061,de_agora_intersection,1000,87,0.4732142857142857
GSE63060,GSE63061,de_agora_intersection,1000,88,0.5904761904761905
GSE63060,GSE63061,de_agora_intersection,1000,89,0.5357142857142857
GSE63060,GSE63061,de_agora_intersection,1000,90,0.5410714285714285
GSE63060,GSE63061,de_agora_intersection,1000,91,0.5267857142857143
GSE63060,GSE63061,de_agora_intersection,1000,92,0.37559523809523815
GSE63060,GSE63061,de_agora_intersection,1000,93,0.5369047619047619
GSE63060,GSE63061,de_agora_intersection,1000,94,0.6214285714285714
GSE63060,GSE63061,de_agora_intersection,1000,95,0.4089285714285714
GSE63060,GSE63061,de_agora_intersection,1000,96,0.563095238095238
GSE63060,GSE63061,de_agora_intersection,1000,97,0.42440476190476184
GSE63060,GSE63061,de_agora_intersection,1000,98,0.531547619047619
GSE63060,GSE63061,de_agora_intersection,1000,99,0.4630952380952381
GSE63060,GSE63061,de_batch_robust,200,0,0.48333333333333334
GSE63060,GSE63061,de_batch_robust,200,1,0.5785714285714286
GSE63060,GSE63061,de_batch_robust,200,2,0.4696428571428572
GSE63060,GSE63061,de_batch_robust,200,3,0.425
GSE63060,GSE63061,de_batch_robust,200,4,0.5238095238095238
GSE63060,GSE63061,de_batch_robust,200,5,0.618452380952381
GSE63060,GSE63061,de_batch_robust,200,6,0.6029761904761904
GSE63060,GSE63061,de_batch_robust,200,7,0.4720238095238095
GSE63060,GSE63061,de_batch_robust,200,8,0.555952380952381
GSE63060,GSE63061,de_batch_robust,200,9,0.5422619047619047
GSE63060,GSE63061,de_batch_robust,200,10,0.5130952380952382
GSE63060,GSE63061,de_batch_robust,200,11,0.5220238095238096
GSE63060,GSE63061,de_batch_robust,200,12,0.4863095238095238
GSE63060,GSE63061,de_batch_robust,200,13,0.5577380952380953
GSE63060,GSE63061,de_batch_robust,200,14,0.48035714285714287
GSE63060,GSE63061,de_batch_robust,200,15,0.511904761904762
GSE63060,GSE63061,de_batch_robust,200,16,0.4863095238095238
GSE63060,GSE63061,de_batch_robust,200,17,0.5875
GSE63060,GSE63061,de_batch_robust,200,18,0.5952380952380952
GSE63060,GSE63061,de_batch_robust,200,19,0.5422619047619048
GSE63060,GSE63061,de_batch_robust,200,20,0.6345238095238095
GSE63060,GSE63061,de_batch_robust,200,21,0.42559523809523814
GSE63060,GSE63061,de_batch_robust,200,22,0.37916666666666665
GSE63060,GSE63061,de_batch_robust,200,23,0.6035714285714285
GSE63060,GSE63061,de_batch_robust,200,24,0.4446428571428571
GSE63060,GSE63061,de_batch_robust,200,25,0.5702380952380952
GSE63060,GSE63061,de_batch_robust,200,26,0.5392857142857143
GSE63060,GSE63061,de_batch_robust,200,27,0.47559523809523807
GSE63060,GSE63061,de_batch_robust,200,28,0.5125
GSE63060,GSE63061,de_batch_robust,200,29,0.5208333333333334
GSE63060,GSE63061,de_batch_robust,200,30,0.5285714285714286
GSE63060,GSE63061,de_batch_robust,200,31,0.5297619047619048
GSE63060,GSE63061,de_batch_robust,200,32,0.5589285714285714
GSE63060,GSE63061,de_batch_robust,200,33,0.5035714285714286
GSE63060,GSE63061,de_batch_robust,200,34,0.40178571428571425
GSE63060,GSE63061,de_batch_robust,200,35,0.6226190476190477
GSE63060,GSE63061,de_batch_robust,200,36,0.6011904761904763
GSE63060,GSE63061,de_batch_robust,200,37,0.4452380952380952
GSE63060,GSE63061,de_batch_robust,200,38,0.49642857142857144
GSE63060,GSE63061,de_batch_robust,200,39,0.513095238095238
GSE63060,GSE63061,de_batch_robust,200,40,0.5178571428571429
GSE63060,GSE63061,de_batch_robust,200,41,0.5422619047619048
GSE63060,GSE63061,de_batch_robust,200,42,0.3928571428571429
GSE63060,GSE63061,de_batch_robust,200,43,0.34285714285714286
GSE63060,GSE63061,de_batch_robust,200,44,0.468452380952381
GSE63060,GSE63061,de_batch_robust,200,45,0.5255952380952381
GSE63060,GSE63061,de_batch_robust,200,46,0.4273809523809524
GSE63060,GSE63061,de_batch_robust,200,47,0.6458333333333334
GSE63060,GSE63061,de_batch_robust,200,48,0.45416666666666666
GSE63060,GSE63061,de_batch_robust,200,49,0.4904761904761905
GSE63060,GSE63061,de_batch_robust,200,50,0.575595238095238
GSE63060,GSE63061,de_batch_robust,200,51,0.4279761904761905
GSE63060,GSE63061,de_batch_robust,200,52,0.5458333333333334
GSE63060,GSE63061,de_batch_robust,200,53,0.5303571428571429
GSE63060,GSE63061,de_batch_robust,200,54,0.5642857142857143
GSE63060,GSE63061,de_batch_robust,200,55,0.5047619047619047
GSE63060,GSE63061,de_batch_robust,200,56,0.46845238095238095
GSE63060,GSE63061,de_batch_robust,200,57,0.5553571428571429
GSE63060,GSE63061,de_batch_robust,200,58,0.4726190476190476
GSE63060,GSE63061,de_batch_robust,200,59,0.475
GSE63060,GSE63061,de_batch_robust,200,60,0.5285714285714285
GSE63060,GSE63061,de_batch_robust,200,61,0.4625
GSE63060,GSE63061,de_batch_robust,200,62,0.5035714285714286
GSE63060,GSE63061,de_batch_robust,200,63,0.5511904761904762
GSE63060,GSE63061,de_batch_robust,200,64,0.5976190476190476
GSE63060,GSE63061,de_batch_robust,200,65,0.46249999999999997
GSE63060,GSE63061,de_batch_robust,200,66,0.47619047619047616
GSE63060,GSE63061,de_batch_robust,200,67,0.5303571428571429
GSE63060,GSE63061,de_batch_robust,200,68,0.4821428571428571
GSE63060,GSE63061,de_batch_robust,200,69,0.49880952380952387
GSE63060,GSE63061,de_batch_robust,200,70,0.4369047619047619
GSE63060,GSE63061,de_batch_robust,200,71,0.4261904761904762
GSE63060,GSE63061,de_batch_robust,200,72,0.5071428571428571
GSE63060,GSE63061,de_batch_robust,200,73,0.5011904761904762
GSE63060,GSE63061,de_batch_robust,200,74,0.5654761904761905
GSE63060,GSE63061,de_batch_robust,200,75,0.5363095238095238
GSE63060,GSE63061,de_batch_robust,200,76,0.525
GSE63060,GSE63061,de_batch_robust,200,77,0.45773809523809517
GSE63060,GSE63061,de_batch_robust,200,78,0.5738095238095239
GSE63060,GSE63061,de_batch_robust,200,79,0.5279761904761905
GSE63060,GSE63061,de_batch_robust,200,80,0.4803571428571429
GSE63060,GSE63061,de_batch_robust,200,81,0.5273809523809524
GSE63060,GSE63061,de_batch_robust,200,82,0.6309523809523809
GSE63060,GSE63061,de_batch_robust,200,83,0.5738095238095238
GSE63060,GSE63061,de_batch_robust,200,84,0.5946428571428571
GSE63060,GSE63061,de_batch_robust,200,85,0.45119047619047625
GSE63060,GSE63061,de_batch_robust,200,86,0.493452380952381
GSE63060,GSE63061,de_batch_robust,200,87,0.5529761904761905
GSE63060,GSE63061,de_batch_robust,200,88,0.4833333333333333
GSE63060,GSE63061,de_batch_robust,200,89,0.5976190476190476
GSE63060,GSE63061,de_batch_robust,200,90,0.518452380952381
GSE63060,GSE63061,de_batch_robust,200,91,0.5636904761904762
GSE63060,GSE63061,de_batch_robust,200,92,0.5083333333333333
GSE63060,GSE63061,de_batch_robust,200,93,0.39702380952380956
GSE63060,GSE63061,de_batch_robust,200,94,0.4535714285714285
GSE63060,GSE63061,de_batch_robust,200,95,0.4791666666666667
GSE63060,GSE63061,de_batch_robust,200,96,0.5178571428571428
GSE63060,GSE63061,de_batch_robust,200,97,0.531547619047619
